    ,date      ,close            ,volume
5525,2021-01-05,536.1900024414062,8069000.0
5536,2021-01-21,554.7000122070312,8444500.0
5539,2021-01-26,537.4099731445312,4099500.0
5560,2021-02-25,532.2999877929688,20610900.0
5581,2021-03-26,513.5700073242188,9099200.0
5591,2021-04-12,608.3599853515625,21733100.0
5592,2021-04-13,627.1799926757812,16905300.0
5594,2021-04-15,645.489990234375 ,14962000.0
5599,2021-04-22,594.010009765625 ,6944700.0
5617,2021-05-18,560.6300048828125,4656400.0
5619,2021-05-20,584.5            ,8039800.0
5620,2021-05-21,599.6699829101562,16824800.0
5626,2021-06-01,650.5800170898438,11820100.0
